Date,Open,High,Low,Close,Adj Close,Daily % Return,Deviation from mean,Event,,
7/28/1950,17.69,17.69,17.69,17.69,17.69,1.09%,1.1%,,,
7/31/1950,17.84,17.84,17.84,17.84,17.84,0.85%,0.8%,,,
8/1/1950,18.02,18.02,18.02,18.02,18.02,1.01%,1.0%,,,
8/2/1950,17.95,17.95,17.95,17.95,17.95,-0.39%,-0.4%,,,
8/3/1950,17.99,17.99,17.99,17.99,17.99,0.22%,0.2%,,,
8/4/1950,18.14,18.14,18.14,18.14,18.14,0.83%,0.8%,,,
8/7/1950,18.41,18.41,18.41,18.41,18.41,1.49%,1.5%,,,
8/8/1950,18.46,18.46,18.46,18.46,18.46,0.27%,0.2%,,,
8/9/1950,18.61,18.61,18.61,18.61,18.61,0.81%,0.8%,,,
8/10/1950,18.48,18.48,18.48,18.48,18.48,-0.70%,-0.7%,,,
8/11/1950,18.28,18.28,18.28,18.28,18.28,-1.08%,-1.1%,,,
8/14/1950,18.29,18.29,18.29,18.29,18.29,0.05%,0.0%,,,
8/15/1950,18.32,18.32,18.32,18.32,18.32,0.16%,0.1%,,,
8/16/1950,18.34,18.34,18.34,18.34,18.34,0.11%,0.1%,,,
8/17/1950,18.54,18.54,18.54,18.54,18.54,1.09%,1.1%,,,
8/18/1950,18.68,18.68,18.68,18.68,18.68,0.76%,0.7%,,,
8/21/1950,18.70,18.70,18.70,18.70,18.70,0.11%,0.1%,,,
8/22/1950,18.68,18.68,18.68,18.68,18.68,-0.11%,-0.1%,,,
8/23/1950,18.82,18.82,18.82,18.82,18.82,0.75%,0.7%,,,
8/24/1950,18.79,18.79,18.79,18.79,18.79,-0.16%,-0.2%,,,
8/25/1950,18.54,18.54,18.54,18.54,18.54,-1.33%,-1.4%,,,
8/28/1950,18.53,18.53,18.53,18.53,18.53,-0.05%,-0.1%,,,
8/29/1950,18.54,18.54,18.54,18.54,18.54,0.05%,0.0%,,,
8/30/1950,18.43,18.43,18.43,18.43,18.43,-0.59%,-0.6%,,,
8/31/1950,18.42,18.42,18.42,18.42,18.42,-0.05%,-0.1%,,,
9/1/1950,18.55,18.55,18.55,18.55,18.55,0.71%,0.7%,,,
9/5/1950,18.68,18.68,18.68,18.68,18.68,0.70%,0.7%,,,
9/6/1950,18.54,18.54,18.54,18.54,18.54,-0.75%,-0.8%,,,
9/7/1950,18.59,18.59,18.59,18.59,18.59,0.27%,0.2%,,,
9/8/1950,18.75,18.75,18.75,18.75,18.75,0.86%,0.8%,,,
9/11/1950,18.61,18.61,18.61,18.61,18.61,-0.75%,-0.8%,,,
9/12/1950,18.87,18.87,18.87,18.87,18.87,1.40%,1.4%,,,
9/13/1950,19.09,19.09,19.09,19.09,19.09,1.17%,1.1%,,,
9/14/1950,19.18,19.18,19.18,19.18,19.18,0.47%,0.4%,,,
9/15/1950,19.29,19.29,19.29,19.29,19.29,0.57%,0.5%,,,
9/18/1950,19.37,19.37,19.37,19.37,19.37,0.41%,0.4%,,,
9/19/1950,19.31,19.31,19.31,19.31,19.31,-0.31%,-0.3%,,,
9/20/1950,19.21,19.21,19.21,19.21,19.21,-0.52%,-0.6%,,,
9/21/1950,19.37,19.37,19.37,19.37,19.37,0.83%,0.8%,,,
9/22/1950,19.44,19.44,19.44,19.44,19.44,0.36%,0.3%,,,
9/25/1950,19.42,19.42,19.42,19.42,19.42,-0.10%,-0.1%,,,
9/26/1950,19.14,19.14,19.14,19.14,19.14,-1.44%,-1.5%,,,
9/27/1950,19.41,19.41,19.41,19.41,19.41,1.41%,1.4%,,,
9/28/1950,19.42,19.42,19.42,19.42,19.42,0.05%,0.0%,,,
9/29/1950,19.45,19.45,19.45,19.45,19.45,0.15%,0.1%,,,
10/2/1950,19.69,19.69,19.69,19.69,19.69,1.23%,1.2%,,,
10/3/1950,19.66,19.66,19.66,19.66,19.66,-0.15%,-0.2%,,,
10/4/1950,20.00,20.00,20.00,20.00,20.00,1.73%,1.7%,,,
10/5/1950,19.89,19.89,19.89,19.89,19.89,-0.55%,-0.6%,,,
10/6/1950,20.12,20.12,20.12,20.12,20.12,1.16%,1.1%,,,
10/9/1950,20.00,20.00,20.00,20.00,20.00,-0.60%,-0.6%,,,
10/10/1950,19.78,19.78,19.78,19.78,19.78,-1.10%,-1.1%,,,
10/11/1950,19.86,19.86,19.86,19.86,19.86,0.40%,0.4%,,,
10/13/1950,19.85,19.85,19.85,19.85,19.85,-0.05%,-0.1%,,,
10/16/1950,19.71,19.71,19.71,19.71,19.71,-0.71%,-0.7%,,,
10/17/1950,19.89,19.89,19.89,19.89,19.89,0.91%,0.9%,,,
10/18/1950,20.01,20.01,20.01,20.01,20.01,0.60%,0.6%,,,
10/19/1950,20.02,20.02,20.02,20.02,20.02,0.05%,0.0%,,,
10/20/1950,19.96,19.96,19.96,19.96,19.96,-0.30%,-0.3%,,,
10/23/1950,19.96,19.96,19.96,19.96,19.96,0.00%,0.0%,,,
10/24/1950,20.08,20.08,20.08,20.08,20.08,0.60%,0.6%,,,
10/25/1950,20.05,20.05,20.05,20.05,20.05,-0.15%,-0.2%,,,
10/26/1950,19.61,19.61,19.61,19.61,19.61,-2.19%,-2.2%,,,
10/27/1950,19.77,19.77,19.77,19.77,19.77,0.82%,0.8%,,,
10/30/1950,19.61,19.61,19.61,19.61,19.61,-0.81%,-0.8%,,,
10/31/1950,19.53,19.53,19.53,19.53,19.53,-0.41%,-0.4%,,,
11/1/1950,19.56,19.56,19.56,19.56,19.56,0.15%,0.1%,,,
11/2/1950,19.73,19.73,19.73,19.73,19.73,0.87%,0.8%,,,
11/3/1950,19.85,19.85,19.85,19.85,19.85,0.61%,0.6%,,,
11/6/1950,19.36,19.36,19.36,19.36,19.36,-2.47%,-2.5%,,,
11/8/1950,19.56,19.56,19.56,19.56,19.56,1.03%,1.0%,,,
11/9/1950,19.79,19.79,19.79,19.79,19.79,1.18%,1.1%,,,
11/10/1950,19.94,19.94,19.94,19.94,19.94,0.76%,0.7%,,,
11/13/1950,20.01,20.01,20.01,20.01,20.01,0.35%,0.3%,,,
11/14/1950,19.86,19.86,19.86,19.86,19.86,-0.75%,-0.8%,,,
11/15/1950,19.82,19.82,19.82,19.82,19.82,-0.20%,-0.2%,,,
11/16/1950,19.72,19.72,19.72,19.72,19.72,-0.50%,-0.5%,,,
11/17/1950,19.86,19.86,19.86,19.86,19.86,0.71%,0.7%,,,
11/20/1950,19.93,19.93,19.93,19.93,19.93,0.35%,0.3%,,,
11/21/1950,19.88,19.88,19.88,19.88,19.88,-0.25%,-0.3%,,,
11/22/1950,20.16,20.16,20.16,20.16,20.16,1.41%,1.4%,,,
11/24/1950,20.32,20.32,20.32,20.32,20.32,0.79%,0.8%,,,
11/27/1950,20.18,20.18,20.18,20.18,20.18,-0.69%,-0.7%,,,
11/28/1950,19.56,19.56,19.56,19.56,19.56,-3.07%,-3.1%,,,
11/29/1950,19.37,19.37,19.37,19.37,19.37,-0.97%,-1.0%,,,
11/30/1950,19.51,19.51,19.51,19.51,19.51,0.72%,0.7%,,,
12/1/1950,19.66,19.66,19.66,19.66,19.66,0.77%,0.7%,,,
12/4/1950,19.00,19.00,19.00,19.00,19.00,-3.36%,-3.4%,,,
12/5/1950,19.31,19.31,19.31,19.31,19.31,1.63%,1.6%,,,
12/6/1950,19.45,19.45,19.45,19.45,19.45,0.73%,0.7%,,,
12/7/1950,19.40,19.40,19.40,19.40,19.40,-0.26%,-0.3%,,,
12/8/1950,19.40,19.40,19.40,19.40,19.40,0.00%,0.0%,,,
12/11/1950,19.72,19.72,19.72,19.72,19.72,1.65%,1.6%,,,
12/12/1950,19.68,19.68,19.68,19.68,19.68,-0.20%,-0.2%,,,
12/13/1950,19.67,19.67,19.67,19.67,19.67,-0.05%,-0.1%,,,
12/14/1950,19.43,19.43,19.43,19.43,19.43,-1.22%,-1.3%,,,
12/15/1950,19.33,19.33,19.33,19.33,19.33,-0.51%,-0.5%,,,
12/18/1950,19.85,19.85,19.85,19.85,19.85,2.69%,2.7%,,,
12/19/1950,19.96,19.96,19.96,19.96,19.96,0.55%,0.5%,,,
12/20/1950,19.97,19.97,19.97,19.97,19.97,0.05%,0.0%,,,
12/21/1950,19.98,19.98,19.98,19.98,19.98,0.05%,0.0%,,,
12/22/1950,20.07,20.07,20.07,20.07,20.07,0.45%,0.4%,,,
12/26/1950,19.92,19.92,19.92,19.92,19.92,-0.75%,-0.8%,,,
12/27/1950,20.30,20.30,20.30,20.30,20.30,1.91%,1.9%,,,
12/28/1950,20.38,20.38,20.38,20.38,20.38,0.39%,0.4%,,,
12/29/1950,20.43,20.43,20.43,20.43,20.43,0.25%,0.2%,,,
1/2/1951,20.77,20.77,20.77,20.77,20.77,1.66%,1.6%,,,
1/3/1951,20.69,20.69,20.69,20.69,20.69,-0.39%,-0.4%,,,
1/4/1951,20.87,20.87,20.87,20.87,20.87,0.87%,0.8%,,,
1/5/1951,20.87,20.87,20.87,20.87,20.87,0.00%,0.0%,,,
1/8/1951,21.00,21.00,21.00,21.00,21.00,0.62%,0.6%,,,
1/9/1951,21.12,21.12,21.12,21.12,21.12,0.57%,0.5%,,,
1/10/1951,20.85,20.85,20.85,20.85,20.85,-1.28%,-1.3%,,,
1/11/1951,21.19,21.19,21.19,21.19,21.19,1.63%,1.6%,,,
1/12/1951,21.11,21.11,21.11,21.11,21.11,-0.38%,-0.4%,,,
1/15/1951,21.30,21.30,21.30,21.30,21.30,0.90%,0.9%,,,
1/16/1951,21.46,21.46,21.46,21.46,21.46,0.75%,0.7%,,,
1/17/1951,21.55,21.55,21.55,21.55,21.55,0.42%,0.4%,,,
1/18/1951,21.40,21.40,21.40,21.40,21.40,-0.70%,-0.7%,,,
1/19/1951,21.36,21.36,21.36,21.36,21.36,-0.19%,-0.2%,,,
1/22/1951,21.18,21.18,21.18,21.18,21.18,-0.84%,-0.9%,,,
1/23/1951,21.26,21.26,21.26,21.26,21.26,0.38%,0.3%,,,
1/24/1951,21.16,21.16,21.16,21.16,21.16,-0.47%,-0.5%,,,
1/25/1951,21.03,21.03,21.03,21.03,21.03,-0.61%,-0.6%,,,
1/26/1951,21.26,21.26,21.26,21.26,21.26,1.09%,1.1%,,,
1/29/1951,21.67,21.67,21.67,21.67,21.67,1.93%,1.9%,,,
1/30/1951,21.74,21.74,21.74,21.74,21.74,0.32%,0.3%,,,
1/31/1951,21.66,21.66,21.66,21.66,21.66,-0.37%,-0.4%,,,
2/1/1951,21.77,21.77,21.77,21.77,21.77,0.51%,0.5%,,,
2/2/1951,21.96,21.96,21.96,21.96,21.96,0.87%,0.8%,,,
2/5/1951,22.20,22.20,22.20,22.20,22.20,1.09%,1.1%,,,
2/6/1951,22.12,22.12,22.12,22.12,22.12,-0.36%,-0.4%,,,
2/7/1951,21.99,21.99,21.99,21.99,21.99,-0.59%,-0.6%,,,
2/8/1951,22.09,22.09,22.09,22.09,22.09,0.45%,0.4%,,,
2/9/1951,22.17,22.17,22.17,22.17,22.17,0.36%,0.3%,,,
2/13/1951,22.18,22.18,22.18,22.18,22.18,0.05%,0.0%,,,
2/14/1951,22.12,22.12,22.12,22.12,22.12,-0.27%,-0.3%,,,
2/15/1951,22.00,22.00,22.00,22.00,22.00,-0.54%,-0.6%,,,
2/16/1951,22.13,22.13,22.13,22.13,22.13,0.59%,0.6%,,,
2/19/1951,21.83,21.83,21.83,21.83,21.83,-1.36%,-1.4%,,,
2/20/1951,21.79,21.79,21.79,21.79,21.79,-0.18%,-0.2%,,,
2/21/1951,21.86,21.86,21.86,21.86,21.86,0.32%,0.3%,,,
2/23/1951,21.92,21.92,21.92,21.92,21.92,0.27%,0.2%,,,
2/26/1951,21.93,21.93,21.93,21.93,21.93,0.05%,0.0%,,,
2/27/1951,21.76,21.76,21.76,21.76,21.76,-0.78%,-0.8%,,,
2/28/1951,21.80,21.80,21.80,21.80,21.80,0.18%,0.1%,,,
3/1/1951,21.85,21.85,21.85,21.85,21.85,0.23%,0.2%,,,
3/2/1951,21.93,21.93,21.93,21.93,21.93,0.37%,0.3%,,,
3/5/1951,21.79,21.79,21.79,21.79,21.79,-0.64%,-0.7%,,,
3/6/1951,21.79,21.79,21.79,21.79,21.79,0.00%,0.0%,,,
3/7/1951,21.86,21.86,21.86,21.86,21.86,0.32%,0.3%,,,
3/8/1951,21.95,21.95,21.95,21.95,21.95,0.41%,0.4%,,,
3/9/1951,21.95,21.95,21.95,21.95,21.95,0.00%,0.0%,,,
3/12/1951,21.70,21.70,21.70,21.70,21.70,-1.14%,-1.2%,,,
3/13/1951,21.41,21.41,21.41,21.41,21.41,-1.34%,-1.4%,,,
3/14/1951,21.25,21.25,21.25,21.25,21.25,-0.75%,-0.8%,,,
3/15/1951,21.29,21.29,21.29,21.29,21.29,0.19%,0.2%,,,
3/16/1951,21.64,21.64,21.64,21.64,21.64,1.64%,1.6%,,,
3/19/1951,21.56,21.56,21.56,21.56,21.56,-0.37%,-0.4%,,,
3/20/1951,21.52,21.52,21.52,21.52,21.52,-0.19%,-0.2%,,,
3/21/1951,21.64,21.64,21.64,21.64,21.64,0.56%,0.5%,,,
3/22/1951,21.73,21.73,21.73,21.73,21.73,0.42%,0.4%,,,
3/26/1951,21.53,21.53,21.53,21.53,21.53,-0.92%,-1.0%,,,
3/27/1951,21.51,21.51,21.51,21.51,21.51,-0.09%,-0.1%,,,
3/28/1951,21.26,21.26,21.26,21.26,21.26,-1.16%,-1.2%,,,
3/29/1951,21.33,21.33,21.33,21.33,21.33,0.33%,0.3%,,,
3/30/1951,21.48,21.48,21.48,21.48,21.48,0.70%,0.7%,,,
4/2/1951,21.32,21.32,21.32,21.32,21.32,-0.74%,-0.8%,,,
4/3/1951,21.26,21.26,21.26,21.26,21.26,-0.28%,-0.3%,,,
4/4/1951,21.40,21.40,21.40,21.40,21.40,0.66%,0.6%,,,
4/5/1951,21.69,21.69,21.69,21.69,21.69,1.36%,1.3%,,,
4/6/1951,21.72,21.72,21.72,21.72,21.72,0.14%,0.1%,,,
4/9/1951,21.68,21.68,21.68,21.68,21.68,-0.18%,-0.2%,,,
4/10/1951,21.65,21.65,21.65,21.65,21.65,-0.14%,-0.2%,,,
4/11/1951,21.64,21.64,21.64,21.64,21.64,-0.05%,-0.1%,,,
4/12/1951,21.83,21.83,21.83,21.83,21.83,0.88%,0.8%,,,
4/13/1951,22.09,22.09,22.09,22.09,22.09,1.19%,1.2%,,,
4/16/1951,22.04,22.04,22.04,22.04,22.04,-0.23%,-0.3%,,,
4/17/1951,22.09,22.09,22.09,22.09,22.09,0.23%,0.2%,,,
4/18/1951,22.13,22.13,22.13,22.13,22.13,0.18%,0.1%,,,
4/19/1951,22.04,22.04,22.04,22.04,22.04,-0.41%,-0.4%,,,
4/20/1951,22.04,22.04,22.04,22.04,22.04,0.00%,0.0%,,,
4/23/1951,22.05,22.05,22.05,22.05,22.05,0.05%,0.0%,,,
4/24/1951,21.96,21.96,21.96,21.96,21.96,-0.41%,-0.4%,,,
4/25/1951,21.97,21.97,21.97,21.97,21.97,0.05%,0.0%,,,
4/26/1951,22.16,22.16,22.16,22.16,22.16,0.86%,0.8%,,,
4/27/1951,22.39,22.39,22.39,22.39,22.39,1.04%,1.0%,,,
4/30/1951,22.43,22.43,22.43,22.43,22.43,0.18%,0.1%,,,
5/1/1951,22.53,22.53,22.53,22.53,22.53,0.45%,0.4%,,,
5/2/1951,22.62,22.62,22.62,22.62,22.62,0.40%,0.4%,,,
5/3/1951,22.81,22.81,22.81,22.81,22.81,0.84%,0.8%,,,
5/4/1951,22.77,22.77,22.77,22.77,22.77,-0.18%,-0.2%,,,
5/7/1951,22.63,22.63,22.63,22.63,22.63,-0.61%,-0.6%,,,
5/8/1951,22.61,22.61,22.61,22.61,22.61,-0.09%,-0.1%,,,
5/9/1951,22.64,22.64,22.64,22.64,22.64,0.13%,0.1%,,,
5/10/1951,22.51,22.51,22.51,22.51,22.51,-0.57%,-0.6%,,,
5/11/1951,22.33,22.33,22.33,22.33,22.33,-0.80%,-0.8%,,,
5/14/1951,22.18,22.18,22.18,22.18,22.18,-0.67%,-0.7%,,,
5/15/1951,21.76,21.76,21.76,21.76,21.76,-1.89%,-1.9%,,,
5/16/1951,21.69,21.69,21.69,21.69,21.69,-0.32%,-0.4%,,,
5/17/1951,21.91,21.91,21.91,21.91,21.91,1.01%,1.0%,,,
5/18/1951,21.51,21.51,21.51,21.51,21.51,-1.83%,-1.9%,,,
5/21/1951,21.46,21.46,21.46,21.46,21.46,-0.23%,-0.3%,,,
5/22/1951,21.36,21.36,21.36,21.36,21.36,-0.47%,-0.5%,,,
5/23/1951,21.16,21.16,21.16,21.16,21.16,-0.94%,-1.0%,,,
5/24/1951,21.05,21.05,21.05,21.05,21.05,-0.52%,-0.6%,,,
5/25/1951,21.03,21.03,21.03,21.03,21.03,-0.10%,-0.1%,,,
5/28/1951,21.21,21.21,21.21,21.21,21.21,0.86%,0.8%,,,
5/29/1951,21.35,21.35,21.35,21.35,21.35,0.66%,0.6%,,,
5/31/1951,21.52,21.52,21.52,21.52,21.52,0.80%,0.8%,,,
6/1/1951,21.48,21.48,21.48,21.48,21.48,-0.19%,-0.2%,,,
6/4/1951,21.24,21.24,21.24,21.24,21.24,-1.12%,-1.2%,,,
6/5/1951,21.33,21.33,21.33,21.33,21.33,0.42%,0.4%,,,
6/6/1951,21.48,21.48,21.48,21.48,21.48,0.70%,0.7%,,,
6/7/1951,21.56,21.56,21.56,21.56,21.56,0.37%,0.3%,,,
6/8/1951,21.49,21.49,21.49,21.49,21.49,-0.32%,-0.4%,,,
6/11/1951,21.61,21.61,21.61,21.61,21.61,0.56%,0.5%,,,
6/12/1951,21.52,21.52,21.52,21.52,21.52,-0.42%,-0.5%,,,
6/13/1951,21.55,21.55,21.55,21.55,21.55,0.14%,0.1%,,,
6/14/1951,21.84,21.84,21.84,21.84,21.84,1.35%,1.3%,,,
6/15/1951,22.04,22.04,22.04,22.04,22.04,0.92%,0.9%,,,
6/18/1951,22.05,22.05,22.05,22.05,22.05,0.05%,0.0%,,,
6/19/1951,22.02,22.02,22.02,22.02,22.02,-0.14%,-0.2%,,,
6/20/1951,21.91,21.91,21.91,21.91,21.91,-0.50%,-0.5%,,,
6/21/1951,21.78,21.78,21.78,21.78,21.78,-0.59%,-0.6%,,,
6/22/1951,21.55,21.55,21.55,21.55,21.55,-1.06%,-1.1%,,,
6/25/1951,21.29,21.29,21.29,21.29,21.29,-1.21%,-1.2%,,,
6/26/1951,21.30,21.30,21.30,21.30,21.30,0.05%,0.0%,,,
6/27/1951,21.37,21.37,21.37,21.37,21.37,0.33%,0.3%,,,
6/28/1951,21.10,21.10,21.10,21.10,21.10,-1.26%,-1.3%,,,
6/29/1951,20.96,20.96,20.96,20.96,20.96,-0.66%,-0.7%,,,
7/2/1951,21.10,21.10,21.10,21.10,21.10,0.67%,0.6%,,,
7/3/1951,21.23,21.23,21.23,21.23,21.23,0.62%,0.6%,,,
7/5/1951,21.64,21.64,21.64,21.64,21.64,1.93%,1.9%,,,
7/6/1951,21.64,21.64,21.64,21.64,21.64,0.00%,0.0%,,,
7/9/1951,21.73,21.73,21.73,21.73,21.73,0.42%,0.4%,,,
7/10/1951,21.63,21.63,21.63,21.63,21.63,-0.46%,-0.5%,,,
7/11/1951,21.68,21.68,21.68,21.68,21.68,0.23%,0.2%,,,
7/12/1951,21.80,21.80,21.80,21.80,21.80,0.55%,0.5%,,,
7/13/1951,21.98,21.98,21.98,21.98,21.98,0.83%,0.8%,,,
7/16/1951,21.73,21.73,21.73,21.73,21.73,-1.14%,-1.2%,,,
7/17/1951,21.92,21.92,21.92,21.92,21.92,0.87%,0.8%,,,
7/18/1951,21.88,21.88,21.88,21.88,21.88,-0.18%,-0.2%,,,
7/19/1951,21.84,21.84,21.84,21.84,21.84,-0.18%,-0.2%,,,
7/20/1951,21.88,21.88,21.88,21.88,21.88,0.18%,0.1%,,,
7/23/1951,22.10,22.10,22.10,22.10,22.10,1.01%,1.0%,,,
7/24/1951,22.44,22.44,22.44,22.44,22.44,1.54%,1.5%,,,
7/25/1951,22.32,22.32,22.32,22.32,22.32,-0.53%,-0.6%,,,
7/26/1951,22.47,22.47,22.47,22.47,22.47,0.67%,0.6%,,,
7/27/1951,22.53,22.53,22.53,22.53,22.53,0.27%,0.2%,,,
7/30/1951,22.63,22.63,22.63,22.63,22.63,0.44%,0.4%,,,
7/31/1951,22.40,22.40,22.40,22.40,22.40,-1.02%,-1.1%,,,
8/1/1951,22.51,22.51,22.51,22.51,22.51,0.49%,0.5%,,,
8/2/1951,22.82,22.82,22.82,22.82,22.82,1.38%,1.3%,,,
8/3/1951,22.85,22.85,22.85,22.85,22.85,0.13%,0.1%,,,
8/6/1951,23.01,23.01,23.01,23.01,23.01,0.70%,0.7%,,,
8/7/1951,23.03,23.03,23.03,23.03,23.03,0.09%,0.1%,,,
8/8/1951,22.93,22.93,22.93,22.93,22.93,-0.43%,-0.5%,,,
8/9/1951,22.84,22.84,22.84,22.84,22.84,-0.39%,-0.4%,,,
8/10/1951,22.79,22.79,22.79,22.79,22.79,-0.22%,-0.3%,,,
8/13/1951,22.80,22.80,22.80,22.80,22.80,0.04%,0.0%,,,
8/14/1951,22.70,22.70,22.70,22.70,22.70,-0.44%,-0.5%,,,
8/15/1951,22.79,22.79,22.79,22.79,22.79,0.40%,0.4%,,,
8/16/1951,22.87,22.87,22.87,22.87,22.87,0.35%,0.3%,,,
8/17/1951,22.94,22.94,22.94,22.94,22.94,0.31%,0.3%,,,
8/20/1951,22.93,22.93,22.93,22.93,22.93,-0.04%,-0.1%,,,
8/21/1951,22.83,22.83,22.83,22.83,22.83,-0.44%,-0.5%,,,
8/22/1951,22.75,22.75,22.75,22.75,22.75,-0.35%,-0.4%,,,
8/23/1951,22.90,22.90,22.90,22.90,22.90,0.66%,0.6%,,,
8/24/1951,22.88,22.88,22.88,22.88,22.88,-0.09%,-0.1%,,,
8/27/1951,22.85,22.85,22.85,22.85,22.85,-0.13%,-0.2%,,,
8/28/1951,22.90,22.90,22.90,22.90,22.90,0.22%,0.2%,,,
8/29/1951,23.08,23.08,23.08,23.08,23.08,0.79%,0.8%,,,
8/30/1951,23.24,23.24,23.24,23.24,23.24,0.69%,0.7%,,,
8/31/1951,23.28,23.28,23.28,23.28,23.28,0.17%,0.1%,,,
9/4/1951,23.28,23.28,23.28,23.28,23.28,0.00%,0.0%,,,
9/5/1951,23.42,23.42,23.42,23.42,23.42,0.60%,0.6%,,,
9/6/1951,23.47,23.47,23.47,23.47,23.47,0.21%,0.2%,,,
9/7/1951,23.53,23.53,23.53,23.53,23.53,0.26%,0.2%,,,
9/10/1951,23.62,23.62,23.62,23.62,23.62,0.38%,0.3%,,,
9/11/1951,23.50,23.50,23.50,23.50,23.50,-0.51%,-0.5%,,,
9/12/1951,23.60,23.60,23.60,23.60,23.60,0.43%,0.4%,,,
9/13/1951,23.71,23.71,23.71,23.71,23.71,0.47%,0.4%,,,
9/14/1951,23.69,23.69,23.69,23.69,23.69,-0.08%,-0.1%,,,
9/17/1951,23.62,23.62,23.62,23.62,23.62,-0.30%,-0.3%,,,
9/18/1951,23.59,23.59,23.59,23.59,23.59,-0.13%,-0.2%,,,
9/19/1951,23.59,23.59,23.59,23.59,23.59,0.00%,0.0%,,,
9/20/1951,23.57,23.57,23.57,23.57,23.57,-0.08%,-0.1%,,,
9/21/1951,23.40,23.40,23.40,23.40,23.40,-0.72%,-0.8%,,,
9/24/1951,23.30,23.30,23.30,23.30,23.30,-0.43%,-0.5%,,,
9/25/1951,23.38,23.38,23.38,23.38,23.38,0.34%,0.3%,,,
9/26/1951,23.40,23.40,23.40,23.40,23.40,0.09%,0.1%,,,
9/27/1951,23.27,23.27,23.27,23.27,23.27,-0.56%,-0.6%,,,
9/28/1951,23.26,23.26,23.26,23.26,23.26,-0.04%,-0.1%,,,
10/1/1951,23.47,23.47,23.47,23.47,23.47,0.90%,0.9%,,,
10/2/1951,23.64,23.64,23.64,23.64,23.64,0.72%,0.7%,,,
10/3/1951,23.79,23.79,23.79,23.79,23.79,0.63%,0.6%,,,
10/4/1951,23.72,23.72,23.72,23.72,23.72,-0.29%,-0.3%,,,
10/5/1951,23.78,23.78,23.78,23.78,23.78,0.25%,0.2%,,,
10/8/1951,23.75,23.75,23.75,23.75,23.75,-0.13%,-0.2%,,,
10/9/1951,23.65,23.65,23.65,23.65,23.65,-0.42%,-0.5%,,,
10/10/1951,23.61,23.61,23.61,23.61,23.61,-0.17%,-0.2%,,,
10/11/1951,23.70,23.70,23.70,23.70,23.70,0.38%,0.3%,,,
10/15/1951,23.85,23.85,23.85,23.85,23.85,0.63%,0.6%,,,
10/16/1951,23.77,23.77,23.77,23.77,23.77,-0.34%,-0.4%,,,
10/17/1951,23.69,23.69,23.69,23.69,23.69,-0.34%,-0.4%,,,
10/18/1951,23.67,23.67,23.67,23.67,23.67,-0.08%,-0.1%,,,
10/19/1951,23.32,23.32,23.32,23.32,23.32,-1.48%,-1.5%,,,
10/22/1951,22.75,22.75,22.75,22.75,22.75,-2.44%,-2.5%,,,
10/23/1951,22.84,22.84,22.84,22.84,22.84,0.40%,0.4%,,,
10/24/1951,23.03,23.03,23.03,23.03,23.03,0.83%,0.8%,,,
10/25/1951,22.96,22.96,22.96,22.96,22.96,-0.30%,-0.3%,,,
10/26/1951,22.81,22.81,22.81,22.81,22.81,-0.65%,-0.7%,,,
10/29/1951,22.69,22.69,22.69,22.69,22.69,-0.53%,-0.6%,,,
10/30/1951,22.66,22.66,22.66,22.66,22.66,-0.13%,-0.2%,,,
10/31/1951,22.94,22.94,22.94,22.94,22.94,1.24%,1.2%,,,
11/1/1951,23.10,23.10,23.10,23.10,23.10,0.70%,0.7%,,,
11/2/1951,22.93,22.93,22.93,22.93,22.93,-0.74%,-0.8%,,,
11/5/1951,22.82,22.82,22.82,22.82,22.82,-0.48%,-0.5%,,,
11/7/1951,22.49,22.49,22.49,22.49,22.49,-1.45%,-1.5%,,,
11/8/1951,22.47,22.47,22.47,22.47,22.47,-0.09%,-0.1%,,,
11/9/1951,22.75,22.75,22.75,22.75,22.75,1.25%,1.2%,,,
11/13/1951,22.79,22.79,22.79,22.79,22.79,0.18%,0.1%,,,
11/14/1951,22.85,22.85,22.85,22.85,22.85,0.26%,0.2%,,,
11/15/1951,22.84,22.84,22.84,22.84,22.84,-0.04%,-0.1%,,,
11/16/1951,22.82,22.82,22.82,22.82,22.82,-0.09%,-0.1%,,,
11/19/1951,22.73,22.73,22.73,22.73,22.73,-0.39%,-0.4%,,,
11/20/1951,22.68,22.68,22.68,22.68,22.68,-0.22%,-0.3%,,,
11/21/1951,22.64,22.64,22.64,22.64,22.64,-0.18%,-0.2%,,,
11/23/1951,22.40,22.40,22.40,22.40,22.40,-1.06%,-1.1%,,,
11/26/1951,22.43,22.43,22.43,22.43,22.43,0.13%,0.1%,,,
11/27/1951,22.66,22.66,22.66,22.66,22.66,1.03%,1.0%,,,
11/28/1951,22.61,22.61,22.61,22.61,22.61,-0.22%,-0.3%,,,
11/29/1951,22.67,22.67,22.67,22.67,22.67,0.27%,0.2%,,,
11/30/1951,22.88,22.88,22.88,22.88,22.88,0.93%,0.9%,,,
12/3/1951,23.01,23.01,23.01,23.01,23.01,0.57%,0.5%,,,
12/4/1951,23.14,23.14,23.14,23.14,23.14,0.56%,0.5%,,,
12/5/1951,23.07,23.07,23.07,23.07,23.07,-0.30%,-0.3%,,,
12/6/1951,23.34,23.34,23.34,23.34,23.34,1.17%,1.1%,,,
12/7/1951,23.38,23.38,23.38,23.38,23.38,0.17%,0.1%,,,
12/10/1951,23.42,23.42,23.42,23.42,23.42,0.17%,0.1%,,,
